QuoteNumber,QuoteConversion_Flag
687,3.41069753631e-05
691,2.6204783353e-05
693,0.0696580931544
694,3.59916630259e-05
695,0.990187704563
696,0.0629252865911
699,0.738240480423
701,0.000140412215842
702,1.12961765808e-06
703,0.000122904661112
705,3.39791295119e-05
706,0.00668907631189
710,0.170598462224
711,0.036781527102
713,6.32047231193e-05
717,0.167999118567
718,0.408863574266
720,8.17603267933e-06
721,1.73184416781e-05
725,0.6160389781
726,0.0128795662895
729,0.0106565672904
733,0.0130348056555
739,0.57094925642
740,0.00225094961934
744,0.995478451252
745,2.04034222406e-05
750,3.49667207047e-05
753,3.28459136654e-05
754,0.996018230915
758,0.999373614788
759,0.0178027972579
762,5.49499372937e-06
764,3.25103246723e-06
767,2.19582216232e-05
769,8.54181598697e-06
773,0.821466386318
774,0.0209866985679
777,0.998578906059
778,0.981377542019
779,0.000948499771766
785,0.117212072015
789,1.30803218781e-05
790,0.0347459539771
791,0.0519055575132
793,0.49593988061
794,0.0195763986558
797,0.00010890874546
798,0.999542117119
799,0.0246245432645
800,0.0967378541827
801,0.0910694897175
807,0.250180989504
808,0.0300391875207
814,0.38791924715
815,0.383872002363
816,5.85195630265e-05
817,1.23865465866e-05
819,0.000688889354933
821,0.0085828024894
822,2.26373740588e-05
823,1.71190242781e-06
829,3.30513989866e-06
833,1.0932000805e-05
834,0.00321311200969
836,0.0668891295791
837,0.977328062057
842,1.76823086804e-05
843,0.091540671885
846,0.997450530529
847,0.000310567265842
854,8.5575520643e-06
855,0.997908473015
857,0.00477474881336
859,1.14914737424e-05
860,0.000403995771194
861,0.00686768908054
862,0.00100732524879
867,1.61084881256e-05
868,0.225294783711
870,0.998492956161
872,0.000518661050592
875,0.999296069145
878,0.0553846880794
879,8.42829558678e-06
881,0.00959783699363
882,1.0231800843e-05
883,2.10759499168e-05
884,0.000602912157774
885,0.0291637480259
886,0.068878762424
890,0.00545168900862
891,0.000107373823994
898,3.54080066245e-06
899,0.00573161337525
900,0.0192892830819
902,0.188388884068
903,0.0293115712702
905,4.06604340242e-06
906,0.985202491283
913,0.999710977077
915,6.59631405142e-05
918,0.00739062437788
923,0.0216308217496
926,0.000473816384329
928,0.462212502956
929,1.3139983821e-05
930,0.0328973941505
933,1.16046692256e-06
936,0.999357759953
938,6.51811424177e-05
944,0.0327045246959
949,0.170532524586
953,4.05077626056e-05
954,1.8210178041e-06
955,0.0175610557199
956,0.580940544605
957,0.999373972416
960,0.00828036852181
963,0.970282137394
964,1.46959209815e-05
966,0.000139189549373
967,1.62232972798e-05
972,0.00111388473306
973,0.00602420419455
975,0.999556005001
976,0.025921087712
977,0.00120040227193
979,9.72042544163e-05
982,0.557102799416
984,3.26085364577e-06
985,0.0141655327752
995,0.0031614061445
996,0.0170432236046
999,1.83326792467e-05
1001,0.0201378371567
1004,5.45697585039e-05
1005,0.379585325718
1009,0.00122815999202
1010,5.65594418731e-05
1011,0.97560352087
1012,0.270873337984
1014,0.00273258145899
1015,0.589270234108
1016,0.969561696053
1018,0.42605984211
1019,0.325136125088
1020,0.00296168518253
1024,1.3665786355e-05
1025,0.999590098858
1028,0.212581947446
1030,0.0272952448577
1032,0.407902419567
1035,8.85519330041e-06
1037,0.000294388504699
1038,0.999594390392
1042,0.384684830904
1043,0.013570131734
1053,0.0233609378338
1055,0.00155325222295
1057,1.56612204592e-05
1059,6.23316082056e-05
1061,0.997039616108
1067,0.937212109566
1069,0.999662518501
1073,2.09669342439e-05
1075,4.67427671538e-05
1077,0.00556213082746
1078,0.652283489704
1079,0.00529311271384
1080,6.57042401144e-05
1082,5.29038470631e-06
1083,0.0464671254158
1086,0.000120970697026
1089,0.0231432765722
1090,0.0770282745361
1098,0.0361597314477
1099,0.999762237072
1102,0.000651504436973
1103,0.998017311096
1104,0.0480436272919
1105,0.00035649977508
1106,0.996870577335
1115,1.0267616517e-06
1118,0.0200913995504
1124,0.0714081823826
1130,0.00879660341889
1134,7.78793491918e-06
1135,0.880627632141
1137,0.0328903868794
1142,0.0241595767438
1143,0.005453763064
1144,4.66908240924e-05
1147,3.61803140549e-05
1155,0.999874830246
1156,0.00251548271626
1158,0.00591094279662
1160,0.037406720221
1162,0.375006347895
1168,0.998284637928
1169,0.0861040726304
1170,4.24999270763e-05
1171,0.458657860756
1172,0.999984025955
1178,0.0324861519039
1179,0.00157851376571
1181,0.000200871392735
1183,4.47194797744e-05
1187,1.49325069287e-06
1188,6.82575991959e-05
1190,0.224981620908
1191,0.000152831576997
1193,0.000225295589189
1195,2.72773672805e-06
1203,0.654729545116
1204,0.997426569462
1208,0.779959857464
1216,7.58699534344e-05
1221,0.127642676234
1223,8.99429433048e-05
1225,0.115107834339
1229,0.00874672364444
1231,0.00615079095587
1233,5.0090707191e-06
1238,0.000169489605469
1240,0.0238668732345
1242,0.00106723920908
1243,0.0280429162085
1244,0.0188188776374
1245,0.00963556300849
1250,0.999798715115
1251,3.02238258882e-05
1257,0.263853520155
1260,0.0149133885279
1261,0.156418025494
1282,8.59639185364e-05
1283,6.25651011887e-07
1285,0.000312495132675
1286,0.999363124371
1287,5.13957311341e-05
1288,0.227600544691
1290,0.00375339644961
1291,0.00755805335939
1293,6.00833882345e-05
1294,0.0299511775374
1300,0.016647959128
1309,0.00373661471531
1310,0.0211716201156
1312,0.013265889138
1314,0.02449439466
1315,0.0423572398722
1317,0.282081604004
1321,0.0445374250412
1325,0.31340226531
1331,4.37340786448e-05
1334,7.78568482929e-06
1335,0.107937298715
1337,0.0508103594184
1339,0.11059062928
1340,0.0851449221373
1349,0.000134036294185
1350,1.49161023728e-05
1352,0.00264464318752
1356,0.0256007071584
1359,1.10055279947e-05
1362,0.976990759373
1364,0.0065943589434
1365,2.84317757178e-05
1367,7.46600344428e-05
1368,2.86769354716e-05
1369,0.000114896109153
1370,0.225687995553
1371,3.27734160237e-05
1372,0.982936859131
1374,0.33502805233
1380,1.24618427435e-05
1382,1.51420535985e-05
1384,0.0532849542797
1385,0.0583099462092
1386,4.21204567829e-05
1388,0.113593682647
1389,0.0155638288707
1390,8.03670991445e-05
1391,2.01580678549e-05
1392,0.99930024147
1393,0.0392249599099
1395,0.00497155357152
1399,0.030528370291
1400,0.983477294445
1405,1.84077653103e-05
1406,5.01689282828e-05
1407,0.433205336332
1410,0.781012117863
1413,2.32069737649e-06
1415,0.000316925725201
1417,0.00237081339583
1418,0.0866727903485
1419,0.000553041580133
1420,0.00990554783493
1422,5.72278258915e-06
1423,0.409992307425
1424,0.0740736275911
1426,0.0104561764747
1427,0.0154637191445
1429,0.145679190755
1431,0.000527223804966
1433,0.0099215451628
1438,0.0127428127453
1440,0.0563633218408
1442,3.72991416953e-06
1448,0.999406099319
1449,0.102576121688
1451,0.00120671035256
1453,3.8183057768e-05
1454,0.991543531418
1455,2.719904478e-05
1458,4.78053516417e-05
1459,0.998125016689
1460,0.000134717323817
1461,0.0121323820204
1465,1.33103358166e-05
1466,9.27122437133e-06
1470,0.295250117779
1474,0.00807662494481
1475,3.17159106089e-06
1476,0.99547535181
1478,4.634790821e-05
1479,0.35892945528
1483,0.998818695545
1485,2.05074356927e-05
1488,0.229079216719
1490,0.226710185409
1492,0.327213466167
1493,0.0538633130491
1500,3.37199298883e-06
1505,1.14263648356e-05
1506,1.27206149045e-05
1510,2.70037089649e-05
1511,5.86736678088e-06
1513,2.81196889773e-06
1518,0.0159611143172
1523,0.999549686909
1528,0.15617492795
1538,0.0967269539833
1543,5.54157959414e-05
1545,0.231059908867
1546,0.484715759754
1547,0.450562566519
1549,0.0116928610951
1551,2.3782997232e-05
1558,3.66810786545e-06
1561,0.991537213326
1563,1.26713966893e-05
1564,3.18985039485e-05
1568,6.72273163218e-05
1574,2.61150726146e-05
1575,0.633094727993
1576,0.0286609437317
1578,0.00157899549231
1581,0.373802751303
1582,0.788095295429
1583,3.73437142116e-05
1586,0.447420954704
1588,0.993678629398
1589,0.996515393257
1593,0.00235894345678
1594,7.52275445848e-05
1595,3.73935654352e-05
1605,0.0001681328431
1607,0.000105921222712
1608,0.0158165208995
1610,0.999771773815
1614,9.26020493353e-06
1616,0.0190920867026
1617,0.0395005717874
1630,0.174815177917
1631,0.0456667877734
1632,1.76329176611e-05
1636,0.0503628030419
1638,1.18815194128e-06
1639,0.0693478286266
1641,1.01505502244e-05
1647,0.0129653755575
1649,0.472814142704
1651,2.91799242405e-05
1653,0.000455086788861
1654,4.10005959566e-05
1656,0.000482744828332
1658,2.06796703424e-05
1659,0.999577581882
1664,0.0511668920517
1666,0.690939843655
1669,0.999926686287
1670,0.0131816845387
1671,0.741659522057
1673,0.675654292107
1674,0.453993678093
1675,0.00105268985499
1681,7.15612914064e-05
1682,0.997721493244
1683,0.000930971407797
1684,0.0106182377785
1686,8.15312960185e-05
1691,0.08800021559
1693,0.0364736616611
1699,0.157405227423
1700,0.000138599512866
1703,0.999060213566
1705,6.19616839685e-05
1709,0.0144661003724
1710,8.98254365893e-05
1714,0.0166747625917
1717,0.322501897812
1721,1.0034819752e-05
1725,1.87813884622e-06
1727,0.0289895497262
1728,9.37501772569e-06
1735,3.79579651053e-05
1736,0.118989646435
1740,0.98314589262
1744,0.053680319339
1745,0.00640721758828
1748,0.00644677039236
1750,0.152667924762
1752,3.69543049601e-05
1757,0.450868576765
1759,1.69117192854e-05
1763,0.000234400067711
1764,0.980542778969
1768,0.00709199439734
1772,0.366689741611
1773,0.024298645556
1780,0.999653100967
1790,1.39029534694e-05
1792,0.00936916284263
1794,0.000866700836923
1795,0.655144572258
1798,5.66308990528e-05
1801,0.0399375334382
1803,0.00395947275683
1804,0.99015969038
1810,0.000127170904307
1813,0.0228480510414
1818,0.332497060299
1820,0.00156596035231
1824,0.999454081059
1825,0.999079704285
1826,0.998915672302
1831,0.208378776908
1834,0.302745729685
1839,0.459069281816
1841,1.22303490571e-05
1843,0.460051268339
1848,0.326121002436
1849,6.0258648773e-06
1851,2.38358347815e-06
1852,0.660624146461
1857,0.01021991577
1858,4.70962877444e-05
1860,0.087432205677
1862,0.00107203260995
1863,2.41879206442e-05
1864,0.0433660745621
1869,4.62974639959e-06
1872,0.056024376303
1879,4.98207045894e-05
1880,0.111832171679
1881,0.999672055244
1884,5.75201192987e-06
1888,0.996963918209
1890,0.010370016098
1891,0.401959896088
1893,6.36764816591e-05
1895,0.99199706316
1896,5.62421664654e-05
1904,0.0159492399544
1905,0.0440181680024
1908,0.999787032604
1910,0.04961303249
1912,1.09311149572e-05
1913,0.193329796195
1919,0.980214953423
1920,0.00205462030135
1922,0.0478275753558
1923,2.57108185906e-05
1927,9.10951857804e-05
1929,0.00112492777407
1930,0.000124416095787
1939,3.60805315722e-05
1941,3.89276210626e-05
1944,2.08143114833e-06
1947,0.999917268753
1953,0.0489247888327
1958,4.44954275736e-05
1959,0.000220856803935
1961,0.999646544456
1964,0.00941653456539
1967,0.0605314895511
1969,0.999312758446
1970,0.356473565102
1972,0.000120814271213
1973,0.0327960699797
1975,5.53685003979e-06
1977,3.17563353747e-05
1979,0.0201582554728
1982,0.005975861568
1984,0.00244154781103
1988,0.000200918148039
1989,0.609212994576
1992,0.15587644279
1994,4.5069045882e-06
1995,0.0938654318452
1996,0.00015827450261
1997,5.32651138201e-05
1998,0.00764695927501
2003,0.00457161571831
2004,0.486917346716
2007,7.81639573688e-06
2008,0.556930959225
2010,0.105403788388
2013,0.00033396037179
2014,0.01606567204
2020,0.997040808201
2021,0.0464214682579
2022,4.28988132626e-05
2023,0.999289751053
2026,0.998443186283
2032,0.0351563990116
2033,0.00809735991061
2035,0.000998247414827
2036,0.0178581606597
2037,5.24753777427e-05
2041,0.0106863100082
2044,0.000380967831006
2045,0.00835370458663
2046,0.452176570892
2047,0.000104976628791
2049,0.00661572813988
2051,0.222889244556
2052,0.994973778725
2053,0.0692179203033
2056,0.0424463115633
2061,0.0271398760378
2063,0.00142458220944
2065,0.0203895810992
2070,0.0157330483198
2074,0.292467355728
2075,0.175143420696
2078,0.272181779146
2080,6.87000137987e-05
2081,0.144875124097
2082,0.0320999659598
2085,4.30601394328e-05
2087,0.00086815591203
2088,4.20550804847e-06
2089,0.00749131571501
2090,0.505006372929
2091,4.30842483183e-05
2092,0.0197569355369
2093,0.0261743068695
2094,0.00352268177085
2096,7.14167572369e-06
2097,0.999809205532
2098,1.94373728846e-06
2099,1.18249581647e-05
2103,0.189559102058
2104,0.460035830736
2105,0.00754678761587
2107,0.0822934955359
2108,0.0166591480374
2111,0.000308389833663
2112,0.0983279198408
2113,0.00582200987265
2114,0.158476948738
2118,0.203160896897
2119,0.0170793607831
2120,0.0219554100186
2128,0.0178674142808
2130,0.00188780203462
2135,5.15820684086e-05
2136,2.86404906547e-06
2137,0.00106773909647
2138,0.118431858718
2139,0.00958429835737
2141,0.000109511711344
2143,8.01203932497e-05
2144,3.35043587256e-05
2147,0.997651517391
2148,0.0585603564978
2149,3.89990746044e-05
2157,0.155416578054
2164,0.0695987567306
2165,3.63570543414e-05
2166,0.000640014943201
2167,0.999782264233
2168,0.00298055075109
2173,0.00585454935208
2178,0.0353066585958
2179,0.947430670261
2181,1.04638247649e-05
2189,0.999330043793
2190,0.000853673845995
2193,4.85536475026e-05
2194,0.000673786504194
2195,1.42079511534e-06
2196,0.999307274818
2199,1.34136289489e-05
2201,0.172154545784
2202,0.0261394511908
2206,0.317859888077
2207,0.000466909928946
2208,0.0121618611738
2209,0.0561824627221
2210,0.265807181597
2211,0.0215128138661
2215,0.999981164932
2219,1.10877936095e-05
2220,0.0102173928171
2221,0.962361514568
2222,0.0601928457618
2224,1.34108552174e-06
2227,0.00537572102621
2231,0.000773379812017
2232,5.37183987035e-05
2233,0.999762833118
2239,2.10404250538e-05
2240,0.218979611993
2241,0.101774968207
2242,4.79993013869e-06
2245,4.56989073427e-06
2247,5.72967146582e-05
2248,0.388047367334
2250,0.000266599614406
2251,5.83075561735e-05
2253,0.195805981755
2254,0.000793227052782
2255,0.0289090275764
2256,0.0191720351577
2257,8.76692865859e-05
2258,0.000338053243468
2259,2.75671409327e-05
2262,4.76410605188e-05
2263,3.72105660063e-06
2265,0.0111673949286
2266,9.83842255664e-06
2267,6.22178849881e-05
2274,0.988853335381
2275,0.0148408841342
2276,0.219944283366
2280,0.118768721819
2281,0.999743640423
2283,0.445826649666
2284,0.0290136579424
2285,0.216802179813
2290,0.00259279017337
2291,0.10017926991
2295,0.995482325554
2296,1.00635224953e-05
2298,0.0919109433889
2299,0.179562568665
2303,0.047600094229
2307,0.0375333502889
2312,0.00995177961886
2316,2.14231113205e-06
2322,0.00390864955261
2323,9.51526963036e-05
2324,9.88719989437e-07
2326,1.18634079627e-05
2329,0.0823193415999
2330,7.04347803548e-06
2332,0.0103241465986
2335,5.97164898863e-06
2337,0.000163306263858
2341,9.03044747247e-06
2344,0.999608695507
2345,7.05845968696e-06
2346,0.095477335155
2347,0.0197329558432
2349,0.999491333961
2350,0.00746523868293
2352,5.4457832448e-05
2355,0.333994239569
2361,0.145582348108
2363,8.29099444672e-05
2366,0.00124645151664
2367,0.0149396173656
2369,0.0207293443382
2370,0.0128479171544
2371,0.00781502667814
2376,0.0587469525635
2377,0.652892291546
2380,0.999251782894
2382,0.0012292197207
2384,0.0352345332503
2386,0.209182366729
2388,0.000140896387165
2389,0.00811246782541
2393,0.303100436926
2398,0.00283814757131
2400,5.3678148106e-05
2405,4.13801608374e-05
2417,4.19690950366e-05
2418,0.00539229577407
2419,1.93454488908e-05
2420,0.000109882741526
2421,0.999786794186
2426,0.074453137815
2427,0.00374115654267
2428,0.144454136491
2433,0.000143471756019
2434,0.00490402802825
2435,9.04249554878e-06
2436,4.47039601568e-05
2437,0.000685871345922
2439,4.20937540184e-05
2442,0.985164999962
2443,0.00011158464622
2448,0.409590631723
2449,3.62268874596e-05
2451,7.48944148654e-05
2453,0.000108451517008
2457,9.42146871239e-05
2458,0.423844754696
2462,0.999770581722
2465,5.09235214849e-05
2466,0.999392151833
2469,0.999832510948
2470,1.37799611366e-06
2472,0.0131045486778
2473,0.232611596584
2474,0.0313683226705
2477,0.000228513439652
2478,2.45485825872e-05
2480,0.000634871656075
2481,5.07236436533e-05
2483,0.0338704176247
2487,0.0166314952075
2490,0.0156792644411
2494,7.0391065492e-06
2496,5.25540563103e-05
2501,0.99883800745
2502,5.67676397623e-05
2506,0.000201624556212
2508,0.021475456655
2513,0.366039901972
2514,0.0130036184564
2515,0.000141913580592
2517,0.00607658037916
2518,0.999881386757
2522,0.331657111645
2527,4.7602232371e-05
2532,0.0929848924279
2533,0.0234237294644
2534,3.66311178368e-05
2535,0.741660356522
2538,1.05869057734e-05
2540,0.0184197612107
2543,3.23781114275e-06
2544,0.0667924433947
2546,4.35643305536e-05
2547,0.998446404934
2548,0.323955237865
2549,0.0173683781177
2551,0.389981508255
2552,0.468687027693
2557,1.0649372598e-05
2559,0.999306797981
2560,0.0184840168804
2562,0.000214610889088
2567,5.39929806109e-06
2569,0.000175235880306
2580,0.998128712177
2583,0.164231151342
2588,7.67623805586e-06
2592,0.320409625769
2595,3.58053584932e-05
2599,9.20989896258e-06
2600,0.204188644886
2601,0.0125432191417
2604,2.68703861366e-05
2607,0.997628390789
2608,0.0514664538205
2611,0.0615346692502
2612,0.404329270124
2613,4.61248419015e-05
2614,0.06194915995
2620,3.02085791191e-05
2627,0.690997600555
2630,0.0011738758767
2631,0.120124705136
2637,0.297036796808
2640,0.022966131568
2642,0.0595621280372
2643,0.0112717589363
2644,0.0101374480873
2645,0.998656988144
2648,4.55101362604e-05
2649,0.000675517658237
2651,0.122864760458
2652,2.61866698565e-05
2653,0.997820615768
2654,0.000143524855957
2656,0.698541879654
2657,0.102004930377
2664,0.000217780383537
2665,0.0573765821755
2668,0.278676241636
2669,0.0142258694395
2671,1.4206772903e-05
2673,0.704161584377
2675,0.255396068096
2678,1.02044759842e-05
2680,0.0491756610572
2682,1.23139816424e-05
2686,2.95314239338e-05
2688,0.0964034795761
2689,0.026105362922
2691,3.16999648931e-05
2693,1.15248149086e-05
2698,0.998490214348
2703,2.94397955258e-06
2705,0.999218702316
2706,0.992597579956
2707,0.189213305712
2711,2.48351516348e-05
2716,0.000730798579752
2717,0.408828258514
2721,0.0919082611799
2723,7.16682461643e-06
2724,0.990894675255
2725,6.88481741236e-05
2726,3.75749777959e-06
2732,0.000292237207759
2733,0.00238487916067
2734,0.000143371376907
2740,1.38416880873e-05
2743,6.48879286018e-05
2744,3.01408417727e-05
2747,0.108327277005
2749,0.999027132988
2750,0.0299820974469
2751,0.337644904852
2754,1.56384903676e-05
2755,5.30776087544e-05
2756,0.000166863930644
2758,0.999597728252
2763,0.00373152014799
2767,0.018948815763
2771,0.0339055433869
2772,0.84240925312
2777,1.8920725779e-05
2784,0.00610562134534
2788,0.15772767365
2789,0.501138925552
2790,0.000522641639691
2793,7.7260141552e-05
2796,0.0108883967623
2798,1.08267558971e-05
2799,0.282914966345
2800,0.141633749008
2803,0.0134188579395
2804,4.20032883994e-05
2807,0.025051927194
2808,0.0521324649453
2809,7.23239645595e-05
2816,3.12248012051e-05
2824,1.69017384906e-05
2825,0.000227701108088
2826,0.31406879425
2829,1.97278245651e-06
2833,0.000123790799989
2836,5.43141686649e-05
2837,0.000369082437828
2839,0.353657007217
2841,0.064036861062
2842,7.8896919149e-05
2845,0.0110025955364
2846,0.0110556576401
2847,0.0609085708857
2849,0.99835473299
2852,0.0208656843752
2857,0.0235629249364
2861,8.01533315098e-05
2864,0.9998306036
2868,0.0298943128437
2871,0.626125991344
2872,0.0133437868208
2873,0.999693989754
2874,5.4822430684e-06
2875,0.515160739422
2876,0.983461976051
2878,0.993346810341
2880,1.53993314598e-05
2882,7.45423676562e-05
2884,2.7799558211e-06
2885,1.55724446813e-05
2886,0.997889578342
2887,0.997933149338
2889,3.26073586621e-06
2890,0.00276228529401
2891,2.83554745693e-05
2892,0.569404006004
2894,0.00453691743314
2896,0.0347931012511
2899,0.384523004293
2900,0.0132573712617
2901,0.0693824142218
2903,9.83206336969e-06
2904,0.99823987484
2905,0.0866144523025
2906,0.208864405751
2907,0.00286143203266
2910,0.999439775944
2911,7.44143108022e-05
2914,0.998127162457
2921,0.00745452661067
2923,8.21631783765e-06
2926,9.63935872278e-06
2927,0.0124295260757
2928,4.40343046648e-06
2929,4.13438920077e-06
2932,1.43150700751e-05
2934,0.0105163613334
2935,0.999664664268
2937,3.0189370591e-05
2939,0.315843909979
2940,0.0147531088442
2944,0.116124741733
2947,1.04431092041e-05
2948,0.62738609314
2950,0.000215411855606
2954,4.47566853836e-05
2955,7.37672053219e-06
2957,0.00521169602871
2966,3.01740556097e-06
2968,0.0136342765763
2969,0.325984627008
2971,0.983350157738
2973,1.27119301396e-05
2977,0.216450020671
2979,3.1523850339e-05
2980,5.22080244991e-06
2981,0.030786966905
2982,8.34101047076e-06
2985,0.0466904044151
2988,0.00404664920643
2989,0.141808211803
2992,0.296500772238
2997,0.996662378311
3001,0.409700900316
3004,0.00157264864538
3010,4.22473349317e-05
3012,0.000279589992715
3013,2.01293960345e-06
3015,0.416645944118
3017,3.08915696223e-05
3018,0.335371941328
3019,0.126101329923
3020,0.00219336338341
3024,1.34499814521e-05
3025,0.0353799201548
3027,3.50338586941e-06
3029,0.998697340488
3031,0.0381515994668
3032,0.0127704376355
3034,1.97997496798e-06
3040,0.257954180241
3041,0.998656272888
3042,0.999600946903
3045,0.994162499905
3048,0.00179917633068
3050,0.109851978719
3051,0.0327305272222
3054,0.9994353652
3056,0.999570310116
3058,0.926259100437
3060,1.81072173291e-05
3063,0.0208447016776
3064,0.99989771843
3066,2.910549847e-05
3067,0.524485051632
3068,1.40598867802e-05
3069,3.89752904084e-06
3071,0.999770343304
3073,3.80782985303e-05
3076,0.14564011991
3077,0.0287278853357
3081,7.25625723135e-05
3084,0.000177280177013
3087,0.0843428820372
3089,0.00241119787097
3094,0.000930098118261
3095,0.998880684376
3096,0.00401496794075
3099,0.00324277766049
3100,0.0159540157765
3101,0.0422039292753
3106,2.10026755667e-05
3108,0.0269796866924
3114,0.446581661701
3117,7.0646756285e-06
3118,0.000277420622297
3119,0.000135158668854
3122,0.0514546558261
3123,0.998322546482
3124,0.0568030066788
3127,0.734268069267
3129,6.48050399832e-06
3130,4.27260647484e-06
3135,0.213182076812
3136,0.0409341230989
3140,0.000111208923045
3143,6.51272102914e-06
3146,0.0138705670834
3148,0.222033113241
3150,0.294811934233
